Scenario,Response,Mean,Median,Minimum,Maximum,HalfWidth,Mean Confidence Interval Start,Mean Confidence Interval End,Upper Percentile,Upper Percentile Confidence Interval Start,Upper Percentile Confidence Interval End,Lower Percentile,Lower Percentile Confidence Interval Start,Lower Percentile Confidence Interval End
029,MorningUtilization,0.136522780712653,0.137290895454891,0.129168559372012,0.143220322519896,0.00507024461847055,0.131452536094183,0.141593025331124,0.139632203175429,NaN,NaN,0.133842978832845,NaN,NaN
029,AvgPassTime,0.500322629664364,0.500324848018268,0.500312694856527,0.500331848931134,6.75342652016835E-06,0.500315876237843,0.500329383090884,0.50032542384497,NaN,NaN,0.500319662092272,NaN,NaN
030,OffUtilization,0.571012835947759,0.571258086964803,0.569522339707824,0.573162981613723,0.00169237694910616,0.569320458998653,0.572705212896865,0.572675403975403,NaN,NaN,0.569598511486224,NaN,NaN
030,EveningUtilization,0.347893967044806,0.350806218460292,0.339815103223032,0.35422303023171,0.00568798154814089,0.342205985496665,0.353581948592947,0.352163250912222,NaN,NaN,0.345017843938293,NaN,NaN
030,MorningUtilization,0.142007115090203,0.144688525536196,0.13566507405688,0.145819031029768,0.00498086416895971,0.137026250921243,0.146987979259162,0.145192418770962,NaN,NaN,0.13615897641215,NaN,NaN
030,AvgPassTime,0.500626092246392,0.50062844211031,0.500618481430661,0.500630155165766,4.5655107116408E-06,0.50062152673568,0.500630657757103,0.500629203135863,NaN,NaN,0.50062388278386,NaN,NaN
031,OffUtilization,0.569510892434993,0.570821433218655,0.550193227557156,0.597980637012071,0.0177296340865601,0.551781258348433,0.587240526521553,0.575552984192931,NaN,NaN,0.55540525923738,NaN,NaN
031,EveningUtilization,0.348866867574279,0.350209040938752,0.343103979826008,0.353868180383962,0.00406686121141046,0.344800006362868,0.352933728785689,0.350490736208426,NaN,NaN,0.345531644156759,NaN,NaN
031,MorningUtilization,0.139754160206789,0.140874713337664,0.129450225031066,0.154002288282524,0.00971599618462398,0.130038164022165,0.149470156391413,0.145228879422219,NaN,NaN,0.130453723500443,NaN,NaN
031,AvgPassTime,0.500293150611311,0.500292767464059,0.50029006525695,0.500298915970392,3.22207280221933E-06,0.500289928538508,0.500296372684113,0.500293641907743,NaN,NaN,0.500291551289033,NaN,NaN
032,OffUtilization,0.57198324845363,0.567953799260983,0.561443894676568,0.58987084010729,0.0114309379707121,0.560552310482918,0.583414186424342,0.580609006170354,NaN,NaN,0.565922842592778,NaN,NaN
032,EveningUtilization,0.346866565676304,0.345789535201899,0.342378638350256,0.357114667637831,0.00544426019988046,0.341422305476423,0.352310825876184,0.345923187577988,NaN,NaN,0.344600130440661,NaN,NaN
032,MorningUtilization,0.139325832616161,0.139698838447948,0.132923034410934,0.145385531477111,0.0049010049171718,0.134424827698989,0.144226837533333,0.143228261040816,NaN,NaN,0.135334844698694,NaN,NaN
032,AvgPassTime,0.500400206657508,0.50040052101075,0.500395427275972,0.500404036719341,3.05615276500947E-06,0.500397150504743,0.500403262810273,0.500402141893862,NaN,NaN,0.500399248950544,NaN,NaN
033,OffUtilization,0.567125506831194,0.568963534989508,0.560501742462803,0.572452033103968,0.00507054214588221,0.562054964685311,0.572196048977076,0.571680284942896,NaN,NaN,0.562662647822353,NaN,NaN
033,EveningUtilization,0.347116772227388,0.350637091630226,0.340131004872063,0.35272720683345,0.00526989892070712,0.341846873306681,0.352386671148096,0.350876280354625,NaN,NaN,0.343213774590344,NaN,NaN
033,MorningUtilization,0.138183595392331,0.14265371902828,0.129239424427569,0.145762359539989,0.00699087327316353,0.131192722119168,0.145174468665495,0.143466697389681,NaN,NaN,0.13318264746514,NaN,NaN
033,AvgPassTime,0.500477775035623,0.500481061145867,0.500466432269433,0.500483215228379,6.37742720422626E-06,0.500471397608419,0.500484152462827,0.500481619889309,NaN,NaN,0.500477156077149,NaN,NaN
